geolod_id,entry_id,body,suffix,hypernym,ne_class,latitude,longitude,railway_class,institution_type
xw0uiX,CTbeYV,二月田,駅/,九州旅客鉄道/指宿枕崎線,鉄道施設/鉄道駅,31.25432,130.6301,普通鉄道JR,JR在来線
AIgI8G,CbsmTH,古島,駅/,沖縄都市モノレール/沖縄都市モノレール線,鉄道施設/鉄道駅,26.23064,127.70294,跨座式モノレール,第三セクター
DNoSqm,4xmG7L,お台場海浜公園,駅/,ゆりかもめ/東京臨海新交通臨海線,鉄道施設/鉄道駅,35.629805000000005,139.77853,案内軌条式,第三セクター
GQA4e5,H3StBW,東京国際クルーズターミナル,駅/,ゆりかもめ/東京臨海新交通臨海線,鉄道施設/鉄道駅,35.621357445,139.77310318000002,案内軌条式,第三セクター
J2Ng2M,LdRQmq,テレコムセンター,駅/,ゆりかもめ/東京臨海新交通臨海線,鉄道施設/鉄道駅,35.617725,139.77966500000002,案内軌条式,第三セクター
N6YsQv,7A2zxP,汐留,駅/,ゆりかもめ/東京臨海新交通臨海線,鉄道施設/鉄道駅,35.662985,139.760075,案内軌条式,第三セクター
PiaGGe,M35bvz,台場,駅,ゆりかもめ/東京臨海新交通臨海線,鉄道施設/鉄道駅,35.625870000000006,139.77137499999998,案内軌条式,第三セクター
SnnSuV,NRecGy,有明,駅,ゆりかもめ/東京臨海新交通臨海線,鉄道施設/鉄道駅,35.63455,139.79334,案内軌条式,第三セクター
Vyy4iD,EuJav7,東京ビッグサイト,駅/,ゆりかもめ/東京臨海新交通臨海線,鉄道施設/鉄道駅,35.63021,139.7913,案内軌条式,第三セクター
YCKg6l,LaXZF5,新橋,駅,ゆりかもめ/東京臨海新交通臨海線,鉄道施設/鉄道駅,35.66558333333333,139.75958666666668,案内軌条式,第三セクター
1GSqo2,I2b7k7,竹芝,駅/,ゆりかもめ/東京臨海新交通臨海線,鉄道施設/鉄道駅,35.654065,139.762015,案内軌条式,第三セクター
4S8EeL,7wksWw,芝浦ふ頭,駅/,ゆりかもめ/東京臨海新交通臨海線,鉄道施設/鉄道駅,35.64222,139.75787,案内軌条式,第三セクター
7WgOwt,75nUzW,日の出,駅,ゆりかもめ/東京臨海新交通臨海線,鉄道施設/鉄道駅,35.64926,139.75916,案内軌条式,第三セクター
a8w2Qb,Gk2lht,青海,駅/,ゆりかもめ/東京臨海新交通臨海線,鉄道施設/鉄道駅,35.6248,139.781315,案内軌条式,第三セクター
dcIeET,AQ4EUi,新豊洲,駅/,ゆりかもめ/東京臨海新交通臨海線,鉄道施設/鉄道駅,35.64871,139.79011500000001,案内軌条式,第三セクター
goUqsA,D4ulBy,市場前,駅/,ゆりかもめ/東京臨海新交通臨海線,鉄道施設/鉄道駅,35.64569,139.78565,案内軌条式,第三セクター
js6Eij,Axapxv,有明テニスの森,駅/,ゆりかもめ/東京臨海新交通臨海線,鉄道施設/鉄道駅,35.63998,139.788895,案内軌条式,第三セクター
nweOA1,K7TvFP,豊洲,駅/,ゆりかもめ/東京臨海新交通臨海線,鉄道施設/鉄道駅,35.653705,139.795435,案内軌条式,第三セクター
pIu2UJ,3mLZI4,新石切,駅/,近畿日本鉄道/けいはんな線,鉄道施設/鉄道駅,34.680096666666664,135.64109666666667,軌道,民営鉄道
sNCccq,DiPkbb,長田,駅/,近畿日本鉄道/けいはんな線,鉄道施設/鉄道駅,34.678754999999995,135.591965,軌道,民営鉄道
vYSqw9,vG5QMx,吉田,駅/,近畿日本鉄道/けいはんな線,鉄道施設/鉄道駅,34.680335,135.624515,軌道,民営鉄道
y20AkQ,LELplr,荒本,駅/,近畿日本鉄道/けいはんな線,鉄道施設/鉄道駅,34.678625,135.60499,軌道,民営鉄道
BegOEz,3Zj42W,生駒,駅/,近畿日本鉄道/けいはんな線,鉄道施設/鉄道駅,34.6931,135.698055,普通鉄道,民営鉄道
EioYWg,EwvgbD,学研奈良登美ヶ丘,駅/,近畿日本鉄道/けいはんな線,鉄道施設/鉄道駅,34.726385,135.74916000000002,普通鉄道,民営鉄道
HnAaKY,AsrZ4m,白庭台,駅/,近畿日本鉄道/けいはんな線,鉄道施設/鉄道駅,34.72103,135.71683000000002,普通鉄道,民営鉄道
KyNnyG,YVCqK8,学研北生駒,駅/,近畿日本鉄道/けいはんな線,鉄道施設/鉄道駅,34.724845,135.72342,普通鉄道,民営鉄道
MCYySo,8c75r2,ポートターミナル,駅/,神戸新交通/ポートアイランド線,鉄道施設/鉄道駅,34.681455,135.20222,案内軌条式鉄道,第三セクター
QOaNc6,bBMsdM,中埠頭,駅/,神戸新交通/ポートアイランド線,鉄道施設/鉄道駅,34.669285,135.21717,案内軌条式鉄道,第三セクター
TSnY0O,G9eEX5,市民広場,駅/,神戸新交通/ポートアイランド線,鉄道施設/鉄道駅,34.664905000000005,135.21244,案内軌条式,第三セクター
W4Cckw,lL35na,貿易センター,駅/,神戸新交通/ポートアイランド線,鉄道施設/鉄道駅,34.689365,135.19946,案内軌条式,第三セクター
Z8KnCe,6onDDz,三宮,駅/,神戸新交通/ポートアイランド線,鉄道施設/鉄道駅,34.694509999999994,135.195295,案内軌条式,第三セクター
2cWyWW,4IRlvQ,北埠頭,駅/,神戸新交通/ポートアイランド線,鉄道施設/鉄道駅,34.673564999999996,135.21451,案内軌条式鉄道,第三セクター
5o8KKE,65k8vd,南公園,駅/,神戸新交通/ポートアイランド線,鉄道施設/鉄道駅,34.66467,135.21706999999998,案内軌条式鉄道,第三セクター
8skWyn,ALpbZe,みなとじま,駅/,神戸新交通/ポートアイランド線,鉄道施設/鉄道駅,34.669065,135.209995,案内軌条式,第三セクター
bEw8n3,JwBxAX,中公園,駅/,神戸新交通/ポートアイランド線,鉄道施設/鉄道駅,34.673095,135.20752,案内軌条式鉄道,第三セクター
eIIkaL,KlXRKj,医療センター,駅/,神戸新交通/ポートアイランド線,鉄道施設/鉄道駅,34.658519999999996,135.21641,案内軌条式,第三セクター
hUUwut,Bvv7td,京コンピュータ前,駅/,神戸新交通/ポートアイランド線,鉄道施設/鉄道駅,34.65481,135.22153500000002,案内軌条式,第三セクター
kY6KOc,L6HwaR,神戸空港,駅/,神戸新交通/ポートアイランド線,鉄道施設/鉄道駅,34.63735,135.228975,案内軌条式,第三セクター
m2eU6T,DP3Ulu,岩瀬浜,駅/,富山地方鉄道/富山港線,鉄道施設/鉄道駅,36.761269999999996,137.23411,普通鉄道,民営鉄道
qeu8qB,6LGGka,競輪場前,駅/,富山地方鉄道/富山港線,鉄道施設/鉄道駅,36.75749,137.233945,普通鉄道,民営鉄道
tiCiIj,6HzoUu,東岩瀬,駅/,富山地方鉄道/富山港線,鉄道施設/鉄道駅,36.751945,137.230505,普通鉄道,民営鉄道
wuSwy2,Ydahlr,インテック本社前,駅/,富山地方鉄道/富山港線,鉄道施設/鉄道駅,36.703625,137.21641499999998,軌道,民営鉄道
zy0GQJ,Jc6xdv,萩浦小学校前,駅/,富山地方鉄道/富山港線,鉄道施設/鉄道駅,36.74803981,137.2283632,普通鉄道,民営鉄道
CKgUar,58Intr,蓮町（馬場記念公園前）,駅/,富山地方鉄道/富山港線,鉄道施設/鉄道駅,36.742215,137.22759000000002,普通鉄道,民営鉄道
FOo4s8,Dc6mAp,犬島新町,駅/,富山地方鉄道/富山港線,鉄道施設/鉄道駅,36.735095,137.22663,普通鉄道,民営鉄道
ISAggQ,HQxMMG,城川原,駅/,富山地方鉄道/富山港線,鉄道施設/鉄道駅,36.73113,137.22609999999997,普通鉄道,民営鉄道
L4QuAz,LgiEYv,越中中島,駅/,富山地方鉄道/富山港線,鉄道施設/鉄道駅,36.722195,137.224895,普通鉄道,民営鉄道
O8YEog,Corlen,粟島（大阪屋ショップ前）,駅/,富山地方鉄道/富山港線,鉄道施設/鉄道駅,36.719145,137.22482000000002,普通鉄道,民営鉄道
RkeUeZ,JCnx6z,下奥井,駅/,富山地方鉄道/富山港線,鉄道施設/鉄道駅,36.711920000000006,137.22458999999998,普通鉄道,民営鉄道
Uon4wH,Is6dVA,奥田中学校前,駅/,富山地方鉄道/富山港線,鉄道施設/鉄道駅,36.70357,137.22360500000002,普通鉄道,民営鉄道
XACiQp,IPE2Eh,富山駅,駅/,富山地方鉄道/富山港線,鉄道施設/鉄道駅,36.70175475333333,137.21299668666666,軌道,民営鉄道
0EKs86,IXPfNU,盛岡,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,39.701195,141.136375,普通鉄道,第三セクター
3IWEsO,35xiYz,御堂,駅,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,40.00436,141.23705,普通鉄道,第三セクター
6U8Qgw,FVDEFC,二戸,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,40.25983,141.28598499999998,普通鉄道,第三セクター
9Yk24e,3eyF8U,小鳥谷,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,40.17111666666666,141.30773666666667,普通鉄道,第三セクター
caweSW,8wM4Ik,渋民,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,39.834745,141.15422999999998,普通鉄道,第三セクター
feIqGE,ClTmib,斗米,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,40.285606666666666,141.29091333333332,普通鉄道,第三セクター
iqUC0n,Go7tGS,いわて沼宮内,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,39.960589999999996,141.21707500000002,普通鉄道,第三セクター
lu6Qk4,N2yfxT,厨川,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,39.74408,141.12886,普通鉄道,第三セクター
oye0CN,GFG734,岩手川口,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,39.919313333333335,141.19937333333334,普通鉄道,第三セクター
rKueWu,By8H9G,一戸,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,40.210374,141.297388,普通鉄道,第三セクター
uOCoeb,6biQZp,金田一温泉,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,40.3230975,141.3038325,普通鉄道,第三セクター
x0SC4U,6YXoVN,滝沢,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,39.799,141.149555,普通鉄道,第三セクター
A44OSC,GuIC4B,小繋,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,40.123104999999995,141.26042,普通鉄道,第三セクター
Dgg0Gk,MzqKQq,奥中山高原,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,40.066155,141.2285,普通鉄道,第三セクター
Gkscu1,CahGCE,目時,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,40.352050000000006,141.289575,普通鉄道,第三セクター
JoAnNJ,No9h5N,好摩,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,39.87416,141.173675,普通鉄道,第三セクター
NAQACs,IzzkGf,青山,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,39.724653333333336,141.11829666666665,普通鉄道,第三セクター
PEYKU9,BCRNLr,巣子,駅/,アイジーアールいわて銀河鉄道/いわて銀河鉄道線,鉄道施設/鉄道駅,39.783426666666664,141.14864666666668,普通鉄道,第三セクター
SQe0KS,KGupvf,上総中野,駅/,いすみ鉄道/いすみ線,鉄道施設/鉄道駅,35.25004,140.199595,普通鉄道,第三セクター
VUna2z,B5egGT,大多喜,駅/,いすみ鉄道/いすみ線,鉄道施設/鉄道駅,35.286535,140.24383999999998,普通鉄道,第三セクター
Y6Conh,93Jedl,東総元,駅/,いすみ鉄道/いすみ線,鉄道施設/鉄道駅,35.259445,140.24763,普通鉄道,第三セクター
1aKyaZ,IsJACF,上総中川,駅/,いすみ鉄道/いすみ線,鉄道施設/鉄道駅,35.282705,140.28055999999998,普通鉄道,第三セクター
4eWKYH,BLkXsn,国吉,駅/,いすみ鉄道/いすみ線,鉄道施設/鉄道駅,35.280424999999994,140.31399,普通鉄道,第三セクター
7q8WNp,ITipMd,久我原,駅/,いすみ鉄道/いすみ線,鉄道施設/鉄道駅,35.25022,140.24766499999998,普通鉄道,第三セクター
auk8A7,Mpu85d,上総東,駅/,いすみ鉄道/いすみ線,鉄道施設/鉄道駅,35.26329,140.344905,普通鉄道,第三セクター
dGwkoO,lBmJxd,西畑,駅/,いすみ鉄道/いすみ線,鉄道施設/鉄道駅,35.250526666666666,140.21517666666668,普通鉄道,第三セクター
gKIwIx,Fe6o2c,小谷松,駅/,いすみ鉄道/いすみ線,鉄道施設/鉄道駅,35.268975,140.25104,普通鉄道,第三セクター
jWUIwf,A6aYeN,総元,駅/,いすみ鉄道/いすみ線,鉄道施設/鉄道駅,35.24057,140.24036,普通鉄道,第三セクター
n06WQX,3ahtQU,西大原,駅/,いすみ鉄道/いすみ線,鉄道施設/鉄道駅,35.260515,140.377975,普通鉄道,第三セクター
p4i8EF,HbjW9x,新田野,駅/,いすみ鉄道/いすみ線,鉄道施設/鉄道駅,35.27599,140.328525,普通鉄道,第三セクター
sguksn,586oQR,大原,駅/,いすみ鉄道/いすみ線,鉄道施設/鉄道駅,35.25084666666667,140.39103333333333,普通鉄道,第三セクター
vkGwN5,J57IHT,西長田ゆりの里,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.15358500000001,136.206495,普通鉄道,第三セクター
ywSIAM,MvZ4j2,鷲塚針原,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.120239999999995,136.20481,普通鉄道,第三セクター
BA4Uou,Lnw4q2,西別院,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.075255,136.22298999999998,普通鉄道,第三セクター
ENg6cc,CNuDRE,中角,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.101119999999995,136.204445,普通鉄道,第三セクター
HQsi0U,Fmlixn,新田塚,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.092575,136.20528000000002,普通鉄道,第三セクター
KUAsiB,CioFyZ,番田,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.21253,136.20252,普通鉄道,第三セクター
M6QG8k,9ZQprc,福井口,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.071495,136.2334,普通鉄道,第三セクター
QaYQq1,tbJ2Ji,三国,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.21692,136.14995,普通鉄道,第三セクター
Tne6gK,Kauadd,太郎丸エンゼルランド,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.131335,136.20569,普通鉄道,第三セクター
Wqngys,5DUX53,福大前西福井,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.074405,136.21013,普通鉄道,第三セクター
ZCCuSa,3LIFsd,大関,駅,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.18663,136.20378,普通鉄道,第三セクター
2GKEGS,BD6SXs,三国神社,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.214885,136.15833500000002,普通鉄道,第三セクター
5KWQuz,Btxd2x,水居,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.219210000000004,136.172305,普通鉄道,第三セクター
8W82ih,CR463a,あわら湯のまち,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.22296,136.1938,普通鉄道,第三セクター
b0ke6Z,NjpKWb,西春江ハートピア,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.1389,136.20622,普通鉄道,第三セクター
ecAsqH,EwQ2jC,田原町,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.07499,136.21764000000002,普通鉄道,第三セクター
hgICep,Crpttt,下兵庫こうふく,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.17012,136.20259333333334,普通鉄道,第三セクター
ksYQy8,JYLUY3,三国港,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.220095,136.140355,普通鉄道,第三セクター
mw62nP,7BDByd,本荘,駅/,えちぜん鉄道/三国芦原線,鉄道施設/鉄道駅,36.204625,136.20316000000003,普通鉄道,第三セクター
qAieax,AufJUg,志比堺,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.09777,136.311005,普通鉄道,第三セクター
tNuqYf,DamMsY,越前竹原,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.073933333333336,136.41303,普通鉄道,第三セクター
wQGCiX,EvSI3X,保田,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.06992,136.45165333333333,普通鉄道,第三セクター
z2SO6F,Cj9RIR,山王,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.07912,136.39245333333332,普通鉄道,第三セクター
C640Um,DRIT9Q,勝山,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.05592333333333,136.4922,普通鉄道,第三セクター
FigcI5,7zJqKM,越前野中,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.08289,136.37687666666667,普通鉄道,第三セクター
InsowM,BQTCjy,松岡,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.094030000000004,136.30172499999998,普通鉄道,第三セクター
LqAyku,Hd8K8C,発坂,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.07259,136.46616333333333,普通鉄道,第三セクター
OCQNEd,I9wJmy,光明寺,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.08842,136.34455,普通鉄道,第三セクター
RGYWWU,LR6BSw,永平寺口,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.095805,136.32674500000002,普通鉄道,第三セクター
USecND,Lc8CoU,小舟渡,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.07553333333333,136.43405333333334,普通鉄道,第三セクター
XWnn4k,6cnYva,轟,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.086839999999995,136.3611,普通鉄道,第三セクター
08CAU3,32n58r,下志比,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.09063,136.336405,普通鉄道,第三セクター
3cONIL,Df3yT5,比島,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.06597666666667,136.48411333333334,普通鉄道,第三セクター
6gWW0s,9cAUhT,福井口,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.071495,136.2334,普通鉄道,第三セクター
9scaka,Hk6p48,越前新保,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.080380000000005,136.25095,普通鉄道,第三セクター
cwkkCS,3jCPrI,越前開発,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.075305,136.24128000000002,普通鉄道,第三セクター
fIAysA,FDqrtF,福井,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.0621,136.22406,普通鉄道,第三セクター
iNIIKi,JgDp6t,越前島橋,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.09012,136.277265,普通鉄道,第三セクター
lYYW40,5dENjH,観音町,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.09183,136.28969,普通鉄道,第三セクター
o268SI,3cydDZ,東藤島,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.08663,136.269855,普通鉄道,第三セクター
r6ikGq,J9yruA,新福井,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.064835,136.22693,普通鉄道,第三セクター
uiuw08,MhQP5P,追分口,駅/,えちぜん鉄道/勝山永平寺線,鉄道施設/鉄道駅,36.08249,136.261375,普通鉄道,第三セクター
xnGIOQ,Nofxdd,東多良木,駅/,くま川鉄道/湯前線,鉄道施設/鉄道駅,32.272245,130.95080000000002,普通鉄道,第三セクター
AySUCy,4Be9HG,一武,駅/,くま川鉄道/湯前線,鉄道施設/鉄道駅,32.21456,130.83994,普通鉄道,第三セクター
DC46qf,GxdYQK,木上,駅/,くま川鉄道/湯前線,鉄道施設/鉄道駅,32.224275000000006,130.85890999999998,普通鉄道,第三セクター
GOgieX,NjPvy5,公立病院前,駅/,くま川鉄道/湯前線,鉄道施設/鉄道駅,32.256035,130.92189000000002,普通鉄道,第三セクター
JSsu2F,PrUtdX,多良木,駅/,くま川鉄道/湯前線,鉄道施設/鉄道駅,32.262755,130.93319000000002,普通鉄道,第三セクター
NWAEQm,A3gCun,あさぎり,駅/,くま川鉄道/湯前線,鉄道施設/鉄道駅,32.23625,130.89376,普通鉄道,第三セクター
P8QSa5,ERLUU7,湯前,駅/,くま川鉄道/湯前線,鉄道施設/鉄道駅,32.281365,130.979865,普通鉄道,第三セクター
Sc26uM,M2DdGG,新鶴羽,駅/,くま川鉄道/湯前線,鉄道施設/鉄道駅,32.275445000000005,130.96621,普通鉄道,第三セクター
Voeiiv,3CYnAh,肥後西村,駅/,くま川鉄道/湯前線,鉄道施設/鉄道駅,32.20227,130.808865,普通鉄道,第三セクター
Ysqu6d,5fiB53,おかどめ幸福,駅/,くま川鉄道/湯前線,鉄道施設/鉄道駅,32.231449999999995,130.87510500000002,普通鉄道,第三セクター
1ECGqV,CR8GgP,東免田,駅/,くま川鉄道/湯前線,鉄道施設/鉄道駅,32.2502,130.91302000000002,普通鉄道,第三セクター
4IOSeD,7Mfyry,相良藩願成寺,駅/,くま川鉄道/湯前線,鉄道施設/鉄道駅,32.218365,130.769635,普通鉄道,第三セクター
7NW2wl,GpduRl,川村,駅/,くま川鉄道/湯前線,鉄道施設/鉄道駅,32.207235,130.79534999999998,普通鉄道,第三セクター
aYcgQ3,By2boS,人吉温泉,駅/,くま川鉄道/湯前線,鉄道施設/鉄道駅,32.216139999999996,130.753815,普通鉄道,第三セクター
d2kq8K,8UjgEl,平原,駅,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.308635,138.45391,普通鉄道,第三セクター
geAEYt,MktphB,屋代高校前,駅/,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.547955,138.13249,普通鉄道,第三セクター
jiIOga,6hbkgi,中軽井沢,駅/,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.347562,138.593212,普通鉄道,第三セクター
nuY2AT,8CYHJ4,御代田,駅/,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.31899,138.50632000000002,普通鉄道,第三セクター
py6eoA,NBTcIJ,軽井沢,駅/,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.342863333333334,138.63513,普通鉄道,第三セクター
sCiqci,HHIqlR,信濃追分,駅/,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.335449999999994,138.558495,普通鉄道,第三セクター
vOuCw1,43PdSn,田中,駅/,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.354415,138.32921,普通鉄道,第三セクター
ySGOkI,NiYZhx,上田,駅/,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.39575333333333,138.25026,普通鉄道,第三セクター
B4W2Er,6u7xtB,西上田,駅/,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.416875000000005,138.209055,普通鉄道,第三セクター
E84cW8,DG58Zf,戸倉,駅/,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.4928675,138.15308249999998,普通鉄道,第三セクター
HkkqgQ,5Bd7wA,坂城,駅/,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.46198,138.18144999999998,普通鉄道,第三セクター
KosA4y,Ke7Fes,信濃国分寺,駅/,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.37832,138.27383500000002,普通鉄道,第三セクター
MsENSg,5pgrf9,大屋,駅,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.36959,138.29712999999998,普通鉄道,第三セクター
QEQYGY,JnFnx8,滋野,駅/,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.34232,138.3639075,普通鉄道,第三セクター
TI2c0G,KCdQGp,屋代,駅/,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.532422499999996,138.1282,普通鉄道,第三セクター
WUeoOo,ErCcr9,テクノさかき,駅/,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.44058,138.1882,普通鉄道,第三セクター
ZYqA86,ArMz6h,小諸,駅/,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.32564166666667,138.42290166666666,普通鉄道,第三セクター
2aCNWO,5p8LQQ,篠ノ井,駅/,しなの鉄道/しなの鉄道線,鉄道施設/鉄道駅,36.57695666666667,138.13807333333332,普通鉄道,第三セクター
5eOYKw,6ahMZQ,みどり中街,駅/,スカイレールサービス/広島短距離交通瀬野線,鉄道施設/鉄道駅,34.42765,132.595015,懸垂式モノレール,民営鉄道
8iW82d,IIuByv,みどり中央,駅/,スカイレールサービス/広島短距離交通瀬野線,鉄道施設/鉄道駅,34.43024,132.589605,懸垂式モノレール,民営鉄道
bucnnV,NLQvQr,みどり口,駅/,スカイレールサービス/広島短距離交通瀬野線,鉄道施設/鉄道駅,34.422325,132.596315,懸垂式モノレール,民営鉄道
eykwaD,EeR7SR,和倉温泉,駅/,のと鉄道/七尾線,鉄道施設/鉄道駅,37.0747,136.92583333333334,普通鉄道,第三セクター
hKAKul,HtXKzq,七尾,駅/,のと鉄道/七尾線,鉄道施設/鉄道駅,37.04178,136.96422,普通鉄道,第三セクター
kOIUN3,BNPXjk,笠師保,駅/,のと鉄道/七尾線,鉄道施設/鉄道駅,37.079505,136.85775,普通鉄道,第三セクター
m0Y86L,GK72SW,田鶴浜,駅/,のと鉄道/七尾線,鉄道施設/鉄道駅,37.065740000000005,136.89147,普通鉄道,第三セクター
q4anqt,H2Hr8B,西岸,駅,のと鉄道/七尾線,鉄道施設/鉄道駅,37.147665,136.87416000000002,普通鉄道,第三セクター
t8iweb,L4wHpQ,穴水,駅/,のと鉄道/七尾線,鉄道施設/鉄道駅,37.228035000000006,136.904585,普通鉄道,第三セクター
wkyKyU,D77XEc,能登中島,駅/,のと鉄道/七尾線,鉄道施設/鉄道駅,37.109255,136.853615,普通鉄道,第三セクター
zoGUQB,7zZhtb,能登鹿島,駅/,のと鉄道/七尾線,鉄道施設/鉄道駅,37.17979,136.897855,普通鉄道,第三セクター
CAW8aj,Cy4xed,桐生,駅/,わたらせ渓谷鐵道/わたらせ渓谷線,鉄道施設/鉄道駅,36.411096666666666,139.33325333333335,普通鉄道,第三セクター
FE4is0,JBi4jV,花輪,駅,わたらせ渓谷鐵道/わたらせ渓谷線,鉄道施設/鉄道駅,36.520830000000004,139.3077,普通鉄道,第三セクター
IQkwiJ,A8RtDV,水沼,駅/,わたらせ渓谷鐵道/わたらせ渓谷線,鉄道施設/鉄道駅,36.499849999999995,139.277595,普通鉄道,第三セクター
LUsGAr,LG2wxq,神戸,駅/,わたらせ渓谷鐵道/わたらせ渓谷線,鉄道施設/鉄道駅,36.537505,139.356565,普通鉄道,第三セクター
OYESo8,I2ZDhP,相老,駅/,わたらせ渓谷鐵道/わたらせ渓谷線,鉄道施設/鉄道駅,36.41030666666667,139.30440666666667,普通鉄道,第三セクター
RaQ4cQ,EsYwQx,通洞,駅/,わたらせ渓谷鐵道/わたらせ渓谷線,鉄道施設/鉄道駅,36.636865,139.43965,普通鉄道,第三セクター
